Orden;Fecha;Mesa;Atendió;Propina;Tipo de Cliente;Sucursal
1966;28/12/2014;7;Alejandro;8%;Cliente Nuevo;La Estancia
1967;04/05/2014;14;Omar;7%;Cliente Nuevo;Chapultepec
1968;06/04/2014;9;Rodolfo;5%;Cliente Repetido;Chapultepec
1969;14/08/2014;10;Mariana;6%;Cliente Nuevo;La Paz
1970;21/01/2015;6;Valentina;6%;Cliente Nuevo;La Estancia
1971;25/03/2014;15;Mariana;8%;Cliente Nuevo;Chapultepec
1972;19/05/2014;5;Ernesto;11%;Cliente Nuevo;La Paz
1973;31/08/2014;4;Joel;8%;Cliente Nuevo;La Estancia
1974;20/08/2014;14;Mariana;5%;Cliente Nuevo;Chapultepec
1975;23/08/2014;1;Alejandro;17%;Cliente Repetido;La Paz
1976;09/10/2014;15;Valentina;15%;Cliente Nuevo;La Estancia
1977;18/03/2014;15;Valentina;5%;Cliente Nuevo;Chapultepec
1978;27/12/2014;11;Mauricio;20%;Cliente Nuevo;La Estancia
1979;10/11/2014;5;Alejandro;17%;Cliente Nuevo;La Paz
1980;03/12/2014;14;Ernesto;13%;Cliente Repetido;Chapultepec
1981;07/06/2014;6;Valentina;16%;Cliente Nuevo;La Paz
1982;07/05/2014;15;Alejandro;7%;Cliente Repetido;La Paz
1983;18/11/2014;2;Ernesto;6%;Cliente Nuevo;La Paz
1984;04/10/2014;4;Mauricio;20%;Cliente Nuevo;Chapultepec
1985;14/12/2014;7;Joel;5%;Cliente Repetido;La Estancia
1986;21/04/2014;2;Mariana;14%;Cliente Nuevo;La Estancia
1987;05/09/2014;9;Mauricio;20%;Cliente Nuevo;La Estancia
1988;13/02/2014;9;Rodolfo;15%;Cliente Nuevo;Chapultepec
1989;27/12/2014;14;Mauricio;20%;Cliente Nuevo;Chapultepec
1990;07/12/2014;15;Omar;10%;Cliente Repetido;Chapultepec
1991;25/11/2014;15;Mariana;5%;Cliente Repetido;Chapultepec
1992;24/01/2015;1;Mauricio;20%;Cliente Nuevo;La Estancia
1993;10/01/2015;17;Mauricio;20%;Cliente Nuevo;Chapultepec
1994;08/08/2014;12;Joel;15%;Cliente Nuevo;La Paz
1995;11/08/2014;16;Omar;6%;Cliente Repetido;Chapultepec
1996;08/04/2014;2;Rodolfo;17%;Cliente Nuevo;La Estancia
1997;18/10/2014;11;Mauricio;20%;Cliente Nuevo;Chapultepec
1998;01/01/2015;6;Saul;11%;Cliente Nuevo;Chapultepec
1999;04/01/2015;7;Omar;10%;Cliente Nuevo;La Paz
2000;10/07/2014;15;Saul;5%;Cliente Nuevo;La Estancia
2001;04/12/2014;10;Alejandro;16%;Cliente Nuevo;La Estancia
2002;11/06/2014;7;Saul;14%;Cliente Repetido;La Estancia
2003;28/06/2014;4;Alejandro;5%;Cliente Nuevo;La Estancia
2004;01/12/2014;7;Valentina;5%;Cliente Repetido;La Estancia
2005;18/09/2014;7;Saul;15%;Cliente Repetido;Chapultepec
2006;12/11/2014;14;Valentina;16%;Cliente Nuevo;La Paz
2007;13/01/2015;4;Omar;10%;Cliente Nuevo;La Paz
2008;03/10/2014;17;Mauricio;20%;Cliente Nuevo;Chapultepec
2009;09/11/2014;5;Mariana;13%;Cliente Nuevo;La Paz
2010;27/08/2014;6;Joel;16%;Cliente Nuevo;Chapultepec
2011;23/02/2014;14;Saul;5%;Cliente Nuevo;La Paz
2012;04/01/2015;17;Saul;13%;Cliente Nuevo;La Paz
2013;24/05/2014;12;Saul;13%;Cliente Nuevo;La Estancia
2014;06/04/2014;2;Valentina;13%;Cliente Repetido;La Estancia
2015;13/02/2014;3;Rodolfo;5%;Cliente Nuevo;Chapultepec
2016;25/06/2014;3;Joel;7%;Cliente Nuevo;La Paz
2017;29/12/2014;16;Ernesto;13%;Cliente Repetido;La Estancia
2018;19/12/2014;15;Mauricio;20%;Cliente Nuevo;La Estancia
2019;14/05/2014;8;Omar;10%;Cliente Repetido;Chapultepec
2020;14/12/2014;8;Omar;13%;Cliente Nuevo;La Paz
2021;29/04/2014;7;Omar;16%;Cliente Nuevo;La Paz
2022;06/09/2014;13;Mauricio;20%;Cliente Nuevo;La Estancia
2023;14/03/2014;16;Saul;11%;Cliente Nuevo;La Paz
2024;13/10/2014;11;Rodolfo;5%;Cliente Nuevo;Chapultepec
2025;29/03/2014;17;Ernesto;13%;Cliente Nuevo;La Estancia
2026;04/10/2014;15;Mauricio;20%;Cliente Nuevo;Chapultepec
2027;10/01/2015;11;Mauricio;20%;Cliente Nuevo;La Paz
2028;11/03/2014;14;Valentina;9%;Cliente Repetido;La Estancia
2029;12/07/2014;11;Omar;17%;Cliente Repetido;Chapultepec
2030;06/04/2014;2;Saul;17%;Cliente Nuevo;La Estancia
2031;31/05/2014;10;Valentina;10%;Cliente Nuevo;La Paz
2032;20/10/2014;17;Joel;17%;Cliente Repetido;La Paz
2033;25/05/2014;16;Valentina;15%;Cliente Nuevo;Chapultepec
2034;24/09/2014;8;Rodolfo;14%;Cliente Nuevo;Chapultepec
2035;22/05/2014;3;Alejandro;15%;Cliente Nuevo;La Estancia
2036;11/03/2014;10;Mariana;9%;Cliente Nuevo;La Estancia
2037;04/02/2014;7;Rodolfo;11%;Cliente Nuevo;La Estancia
2038;27/02/2014;15;Rodolfo;6%;Cliente Nuevo;La Estancia
2039;14/04/2014;15;Valentina;11%;Cliente Nuevo;Chapultepec
2040;25/03/2014;16;Omar;7%;Cliente Repetido;Chapultepec
2041;09/04/2014;16;Joel;11%;Cliente Nuevo;La Paz
2042;19/12/2014;4;Mauricio;20%;Cliente Nuevo;La Estancia
2043;25/06/2014;17;Saul;8%;Cliente Nuevo;Chapultepec
2044;30/03/2014;17;Rodolfo;5%;Cliente Repetido;Chapultepec
2045;10/06/2014;9;Rodolfo;13%;Cliente Repetido;Chapultepec
2046;18/04/2014;16;Omar;11%;Cliente Repetido;La Paz
2047;22/12/2014;13;Joel;17%;Cliente Nuevo;Chapultepec
2048;10/12/2014;12;Alejandro;17%;Cliente Nuevo;Chapultepec
2049;10/03/2014;12;Rodolfo;17%;Cliente Nuevo;La Estancia
2050;20/11/2014;8;Rodolfo;8%;Cliente Repetido;La Paz
2051;18/08/2014;3;Rodolfo;13%;Cliente Nuevo;La Estancia
2052;01/10/2014;14;Alejandro;7%;Cliente Repetido;La Paz
2053;22/08/2014;5;Joel;17%;Cliente Nuevo;La Paz
2054;20/01/2015;6;Omar;12%;Cliente Nuevo;La Estancia
2055;02/04/2014;13;Rodolfo;6%;Cliente Nuevo;La Estancia
2056;21/11/2014;17;Mauricio;20%;Cliente Nuevo;La Paz
2057;05/01/2015;4;Omar;14%;Cliente Nuevo;Chapultepec
2058;23/04/2014;13;Mariana;12%;Cliente Nuevo;La Paz
2059;12/04/2014;3;Alejandro;14%;Cliente Nuevo;La Paz
2060;22/03/2014;12;Valentina;15%;Cliente Nuevo;Chapultepec
2061;28/08/2014;17;Omar;15%;Cliente Repetido;Chapultepec
2062;28/09/2014;12;Rodolfo;17%;Cliente Repetido;La Estancia
2063;19/02/2014;1;Alejandro;5%;Cliente Nuevo;Chapultepec
2064;17/05/2014;13;Valentina;6%;Cliente Nuevo;Chapultepec
2065;27/05/2014;10;Valentina;14%;Cliente Nuevo;Chapultepec
2066;14/12/2014;15;Omar;8%;Cliente Nuevo;La Estancia
2067;03/03/2014;11;Joel;11%;Cliente Nuevo;Chapultepec
2068;19/04/2014;2;Rodolfo;7%;Cliente Repetido;Chapultepec
2069;22/09/2014;1;Alejandro;9%;Cliente Repetido;La Estancia
2070;11/12/2014;9;Omar;17%;Cliente Repetido;La Estancia
2071;27/06/2014;10;Alejandro;15%;Cliente Nuevo;La Estancia
2072;16/04/2014;11;Alejandro;15%;Cliente Nuevo;La Paz
2073;04/12/2014;5;Saul;5%;Cliente Nuevo;La Paz
2074;02/12/2014;13;Alejandro;16%;Cliente Repetido;La Paz
2075;01/01/2015;8;Mariana;12%;Cliente Nuevo;Chapultepec
2076;16/04/2014;6;Rodolfo;10%;Cliente Nuevo;La Estancia
2077;02/07/2014;7;Rodolfo;8%;Cliente Nuevo;Chapultepec
2078;21/12/2014;12;Mariana;17%;Cliente Nuevo;La Estancia
2079;17/04/2014;10;Joel;9%;Cliente Nuevo;La Paz
2080;11/09/2014;12;Alejandro;16%;Cliente Repetido;Chapultepec
2081;03/03/2014;7;Alejandro;17%;Cliente Nuevo;La Estancia
2082;25/07/2014;15;Saul;6%;Cliente Nuevo;La Paz
2083;30/03/2014;17;Omar;16%;Cliente Repetido;La Estancia
2084;13/12/2014;16;Mauricio;20%;Cliente Nuevo;La Estancia
2085;06/06/2014;1;Saul;11%;Cliente Nuevo;La Paz
2086;16/09/2014;14;Mariana;13%;Cliente Nuevo;La Estancia
2087;24/10/2014;17;Ernesto;17%;Cliente Nuevo;La Estancia
2088;27/05/2014;9;Rodolfo;13%;Cliente Nuevo;Chapultepec
2089;19/04/2014;8;Rodolfo;8%;Cliente Nuevo;La Paz
2090;01/12/2014;4;Joel;8%;Cliente Repetido;La Paz
2091;26/01/2015;3;Ernesto;9%;Cliente Nuevo;La Estancia
2092;02/02/2014;15;Ernesto;16%;Cliente Repetido;La Paz
2093;16/06/2014;17;Valentina;5%;Cliente Nuevo;La Paz
2094;26/03/2014;14;Saul;9%;Cliente Nuevo;La Estancia
2095;19/06/2014;8;Alejandro;17%;Cliente Repetido;La Paz
2096;31/01/2015;6;Mauricio;20%;Cliente Nuevo;La Estancia
2097;03/01/2015;13;Mauricio;20%;Cliente Nuevo;La Paz
2098;19/03/2014;16;Valentina;10%;Cliente Nuevo;La Paz
2099;15/05/2014;1;Rodolfo;15%;Cliente Nuevo;Chapultepec
2100;19/01/2015;8;Valentina;11%;Cliente Repetido;Chapultepec
2101;26/05/2014;5;Rodolfo;11%;Cliente Nuevo;La Paz
2102;09/02/2014;14;Rodolfo;17%;Cliente Nuevo;La Paz
2103;27/12/2014;4;Mauricio;20%;Cliente Nuevo;La Paz
2104;12/05/2014;16;Rodolfo;9%;Cliente Nuevo;La Estancia
2105;11/01/2015;2;Rodolfo;15%;Cliente Repetido;La Paz
2106;07/05/2014;1;Mariana;9%;Cliente Nuevo;La Paz
2107;02/07/2014;3;Rodolfo;14%;Cliente Repetido;La Paz
2108;22/09/2014;12;Mariana;15%;Cliente Nuevo;La Paz
2109;18/02/2014;8;Valentina;12%;Cliente Repetido;Chapultepec
2110;10/02/2014;4;Mariana;14%;Cliente Repetido;Chapultepec
2111;21/01/2015;10;Valentina;5%;Cliente Nuevo;La Paz
2112;02/02/2014;3;Mariana;8%;Cliente Nuevo;La Paz
2113;22/02/2014;2;Joel;12%;Cliente Nuevo;Chapultepec
2114;26/06/2014;6;Omar;6%;Cliente Repetido;Chapultepec
2115;21/01/2015;12;Omar;8%;Cliente Nuevo;La Paz
2116;22/02/2014;13;Alejandro;6%;Cliente Nuevo;Chapultepec
2117;12/06/2014;13;Valentina;6%;Cliente Repetido;Chapultepec
2118;01/09/2014;17;Omar;14%;Cliente Repetido;Chapultepec
2119;21/08/2014;16;Rodolfo;9%;Cliente Nuevo;Chapultepec
2120;05/03/2014;6;Omar;6%;Cliente Repetido;La Estancia
2121;20/05/2014;4;Joel;5%;Cliente Nuevo;Chapultepec
2122;02/04/2014;11;Joel;17%;Cliente Repetido;Chapultepec
2123;27/04/2014;16;Ernesto;12%;Cliente Nuevo;Chapultepec
2124;23/03/2014;13;Saul;15%;Cliente Nuevo;La Estancia
2125;25/12/2014;5;Alejandro;8%;Cliente Nuevo;La Estancia
2126;16/11/2014;10;Alejandro;9%;Cliente Nuevo;Chapultepec
2127;07/10/2014;7;Rodolfo;9%;Cliente Repetido;Chapultepec
2128;03/08/2014;16;Ernesto;14%;Cliente Nuevo;Chapultepec
2129;01/04/2014;16;Rodolfo;13%;Cliente Nuevo;Chapultepec
2130;03/02/2014;16;Ernesto;9%;Cliente Nuevo;La Estancia
2131;15/10/2014;2;Alejandro;16%;Cliente Nuevo;Chapultepec
2132;18/09/2014;12;Valentina;11%;Cliente Repetido;La Estancia
2133;25/09/2014;14;Omar;14%;Cliente Nuevo;La Paz
2134;24/06/2014;9;Omar;15%;Cliente Nuevo;La Paz
2135;03/01/2015;7;Mauricio;20%;Cliente Nuevo;Chapultepec
2136;23/10/2014;17;Ernesto;17%;Cliente Nuevo;La Estancia
2137;12/06/2014;1;Saul;11%;Cliente Nuevo;La Paz
2138;17/08/2014;4;Valentina;9%;Cliente Nuevo;La Paz
2139;14/06/2014;4;Alejandro;14%;Cliente Nuevo;Chapultepec
2140;25/09/2014;5;Joel;11%;Cliente Nuevo;La Paz
2141;15/12/2014;16;Ernesto;12%;Cliente Repetido;La Paz
2142;15/09/2014;3;Alejandro;17%;Cliente Nuevo;La Estancia
2143;25/04/2014;14;Omar;13%;Cliente Nuevo;La Paz
2144;07/02/2014;15;Valentina;9%;Cliente Nuevo;Chapultepec
2145;24/07/2014;7;Saul;5%;Cliente Repetido;Chapultepec
2146;19/05/2014;1;Omar;8%;Cliente Nuevo;Chapultepec
2147;19/12/2014;2;Mauricio;20%;Cliente Nuevo;Chapultepec
2148;02/02/2014;5;Omar;14%;Cliente Repetido;La Paz
2149;20/03/2014;13;Ernesto;12%;Cliente Repetido;La Estancia
2150;16/03/2014;10;Ernesto;16%;Cliente Nuevo;La Paz
2151;17/08/2014;3;Alejandro;12%;Cliente Repetido;La Paz
2152;02/01/2015;1;Mauricio;20%;Cliente Nuevo;La Paz
2153;29/05/2014;12;Valentina;13%;Cliente Repetido;La Estancia
2154;09/04/2014;10;Valentina;12%;Cliente Repetido;Chapultepec
2155;18/10/2014;4;Mauricio;20%;Cliente Nuevo;La Estancia
2156;11/12/2014;5;Alejandro;5%;Cliente Nuevo;La Estancia
2157;18/06/2014;9;Rodolfo;13%;Cliente Nuevo;La Estancia
2158;18/07/2014;5;Ernesto;8%;Cliente Repetido;La Paz
2159;11/01/2015;9;Rodolfo;16%;Cliente Repetido;La Paz
2160;31/01/2015;5;Mauricio;20%;Cliente Nuevo;La Paz
2161;25/10/2014;5;Mauricio;20%;Cliente Nuevo;La Paz
2162;05/11/2014;12;Ernesto;15%;Cliente Repetido;Chapultepec
2163;28/03/2014;15;Alejandro;11%;Cliente Nuevo;La Paz
2164;15/02/2014;15;Mariana;9%;Cliente Nuevo;Chapultepec
2165;19/05/2014;9;Ernesto;8%;Cliente Nuevo;La Paz
2166;14/06/2014;15;Mariana;14%;Cliente Repetido;La Paz
2167;16/07/2014;3;Valentina;5%;Cliente Nuevo;Chapultepec
2168;13/10/2014;16;Saul;12%;Cliente Nuevo;La Paz
2169;05/08/2014;2;Mariana;16%;Cliente Repetido;Chapultepec
2170;27/01/2015;5;Ernesto;17%;Cliente Nuevo;La Estancia
2171;08/01/2015;8;Saul;5%;Cliente Nuevo;La Paz
2172;25/12/2014;15;Rodolfo;16%;Cliente Nuevo;Chapultepec
2173;20/10/2014;9;Mariana;6%;Cliente Nuevo;La Paz
2174;24/11/2014;17;Saul;14%;Cliente Repetido;La Paz
2175;03/04/2014;4;Ernesto;10%;Cliente Nuevo;Chapultepec
2176;27/05/2014;8;Mariana;9%;Cliente Nuevo;La Paz
2177;04/04/2014;3;Omar;12%;Cliente Nuevo;La Estancia
2178;06/09/2014;5;Mauricio;20%;Cliente Nuevo;La Paz
2179;13/06/2014;5;Ernesto;10%;Cliente Nuevo;Chapultepec
2180;07/03/2014;8;Joel;11%;Cliente Nuevo;Chapultepec
2181;12/04/2014;6;Saul;17%;Cliente Nuevo;La Paz
2182;31/08/2014;7;Mariana;13%;Cliente Nuevo;La Estancia
2183;08/02/2014;4;Saul;15%;Cliente Nuevo;La Estancia
2184;20/02/2014;1;Valentina;16%;Cliente Nuevo;La Estancia
2185;13/10/2014;16;Alejandro;6%;Cliente Repetido;La Paz
2186;13/10/2014;15;Alejandro;10%;Cliente Repetido;La Estancia
2187;25/06/2014;14;Omar;11%;Cliente Nuevo;La Paz
2188;01/12/2014;11;Ernesto;5%;Cliente Nuevo;La Paz
2189;25/04/2014;1;Mariana;9%;Cliente Nuevo;La Paz
2190;08/11/2014;1;Mauricio;20%;Cliente Nuevo;Chapultepec
2191;01/10/2014;10;Valentina;16%;Cliente Nuevo;La Estancia
2192;29/12/2014;12;Omar;12%;Cliente Nuevo;La Estancia
2193;22/02/2014;4;Ernesto;13%;Cliente Nuevo;La Paz
2194;05/06/2014;9;Alejandro;8%;Cliente Repetido;Chapultepec
2195;20/01/2015;15;Rodolfo;12%;Cliente Nuevo;La Estancia
2196;19/06/2014;2;Mariana;11%;Cliente Nuevo;Chapultepec
2197;13/02/2014;7;Ernesto;16%;Cliente Nuevo;La Estancia
2198;12/04/2014;8;Alejandro;8%;Cliente Nuevo;La Estancia
2199;04/10/2014;7;Mauricio;20%;Cliente Nuevo;La Paz
2200;22/06/2014;10;Saul;6%;Cliente Nuevo;La Estancia
2201;08/10/2014;3;Ernesto;12%;Cliente Nuevo;La Estancia
2202;19/11/2014;13;Joel;8%;Cliente Repetido;Chapultepec
2203;14/02/2014;13;Omar;12%;Cliente Nuevo;La Paz
2204;16/07/2014;10;Ernesto;7%;Cliente Nuevo;La Paz
2205;28/05/2014;5;Saul;15%;Cliente Nuevo;La Estancia
2206;19/04/2014;15;Valentina;8%;Cliente Nuevo;La Paz
2207;29/09/2014;3;Alejandro;7%;Cliente Nuevo;La Estancia
2208;27/06/2014;6;Saul;8%;Cliente Nuevo;Chapultepec
2209;02/01/2015;3;Mauricio;20%;Cliente Nuevo;La Estancia
2210;12/02/2014;9;Ernesto;13%;Cliente Nuevo;La Estancia
2211;14/03/2014;7;Saul;17%;Cliente Nuevo;La Paz
2212;16/10/2014;10;Omar;17%;Cliente Nuevo;Chapultepec
2213;23/03/2014;4;Joel;16%;Cliente Nuevo;La Estancia
2214;20/02/2014;13;Mariana;15%;Cliente Nuevo;Chapultepec
2215;06/03/2014;4;Omar;16%;Cliente Nuevo;Chapultepec
2216;14/03/2014;2;Valentina;7%;Cliente Nuevo;La Paz
2217;14/01/2015;6;Omar;9%;Cliente Nuevo;La Paz
2218;14/03/2014;10;Rodolfo;9%;Cliente Nuevo;Chapultepec
2219;11/12/2014;11;Omar;9%;Cliente Repetido;La Estancia
2220;17/06/2014;12;Rodolfo;12%;Cliente Repetido;Chapultepec
2221;06/08/2014;3;Joel;7%;Cliente Nuevo;La Estancia
2222;27/06/2014;5;Ernesto;8%;Cliente Nuevo;Chapultepec
2223;12/12/2014;9;Mauricio;20%;Cliente Nuevo;La Estancia
2224;06/07/2014;8;Rodolfo;9%;Cliente Repetido;La Estancia
2225;02/11/2014;6;Valentina;10%;Cliente Nuevo;La Estancia
2226;04/06/2014;3;Joel;5%;Cliente Nuevo;La Estancia
2227;17/08/2014;2;Saul;5%;Cliente Nuevo;La Paz
2228;14/06/2014;11;Joel;8%;Cliente Nuevo;Chapultepec
2229;28/09/2014;10;Ernesto;5%;Cliente Nuevo;Chapultepec
2230;07/08/2014;16;Ernesto;10%;Cliente Repetido;La Paz
2231;20/08/2014;14;Mariana;8%;Cliente Nuevo;Chapultepec
2232;03/02/2014;16;Omar;14%;Cliente Nuevo;La Paz
2233;01/01/2015;3;Omar;9%;Cliente Repetido;La Estancia
2234;31/12/2014;9;Valentina;5%;Cliente Repetido;Chapultepec
2235;13/05/2014;12;Omar;10%;Cliente Repetido;La Estancia
2236;21/07/2014;17;Ernesto;7%;Cliente Nuevo;La Estancia
2237;25/01/2015;17;Saul;7%;Cliente Nuevo;La Estancia
2238;16/02/2014;17;Ernesto;13%;Cliente Repetido;Chapultepec
2239;20/04/2014;4;Joel;9%;Cliente Nuevo;Chapultepec
2240;01/06/2014;4;Alejandro;15%;Cliente Repetido;Chapultepec
2241;14/01/2015;1;Ernesto;16%;Cliente Nuevo;Chapultepec
2242;27/06/2014;5;Mariana;11%;Cliente Nuevo;Chapultepec
2243;09/10/2014;4;Rodolfo;5%;Cliente Repetido;Chapultepec
2244;07/06/2014;5;Saul;15%;Cliente Repetido;La Paz
2245;12/08/2014;12;Omar;9%;Cliente Repetido;Chapultepec
2246;18/04/2014;1;Ernesto;12%;Cliente Nuevo;La Paz
2247;19/12/2014;9;Mauricio;20%;Cliente Nuevo;Chapultepec
2248;10/05/2014;10;Valentina;8%;Cliente Repetido;La Paz
2249;22/08/2014;10;Ernesto;15%;Cliente Repetido;La Paz
2250;23/05/2014;2;Joel;13%;Cliente Repetido;Chapultepec
2251;03/11/2014;2;Saul;17%;Cliente Repetido;La Paz
2252;29/04/2014;1;Valentina;9%;Cliente Nuevo;La Estancia
2253;30/10/2014;1;Rodolfo;11%;Cliente Nuevo;Chapultepec
2254;06/01/2015;6;Rodolfo;12%;Cliente Nuevo;La Estancia
2255;24/06/2014;8;Joel;12%;Cliente Nuevo;La Paz
2256;19/10/2014;4;Valentina;10%;Cliente Nuevo;La Paz
2257;02/02/2014;9;Alejandro;6%;Cliente Repetido;La Paz
2258;27/10/2014;11;Saul;10%;Cliente Nuevo;La Paz
2259;02/03/2014;9;Ernesto;15%;Cliente Nuevo;La Paz
2260;28/08/2014;11;Omar;13%;Cliente Repetido;La Paz
2261;22/12/2014;13;Omar;10%;Cliente Nuevo;La Paz
2262;31/03/2014;16;Rodolfo;5%;Cliente Nuevo;La Paz
2263;11/12/2014;6;Saul;9%;Cliente Nuevo;Chapultepec
2264;23/09/2014;1;Saul;17%;Cliente Nuevo;Chapultepec
2265;19/07/2014;2;Saul;14%;Cliente Nuevo;Chapultepec
2266;23/10/2014;6;Joel;11%;Cliente Nuevo;La Estancia
2267;23/08/2014;17;Mariana;5%;Cliente Nuevo;La Estancia
2268;09/05/2014;1;Rodolfo;8%;Cliente Repetido;La Estancia
2269;30/06/2014;3;Omar;15%;Cliente Nuevo;Chapultepec
2270;15/06/2014;6;Omar;5%;Cliente Nuevo;La Paz
2271;18/02/2014;16;Saul;13%;Cliente Repetido;La Estancia
2272;17/06/2014;16;Omar;8%;Cliente Repetido;La Estancia
2273;01/03/2014;8;Joel;15%;Cliente Repetido;La Estancia
2274;17/11/2014;10;Valentina;10%;Cliente Nuevo;Chapultepec
2275;08/12/2014;2;Valentina;17%;Cliente Nuevo;Chapultepec
2276;19/08/2014;14;Rodolfo;12%;Cliente Nuevo;Chapultepec
2277;18/11/2014;5;Ernesto;16%;Cliente Nuevo;Chapultepec
2278;29/09/2014;12;Ernesto;7%;Cliente Nuevo;Chapultepec
2279;17/09/2014;3;Saul;17%;Cliente Nuevo;Chapultepec
2280;02/10/2014;3;Omar;10%;Cliente Nuevo;La Estancia
2281;27/04/2014;9;Joel;17%;Cliente Nuevo;Chapultepec
2282;31/07/2014;7;Joel;6%;Cliente Nuevo;Chapultepec
2283;06/04/2014;2;Rodolfo;16%;Cliente Nuevo;Chapultepec
2284;16/11/2014;13;Rodolfo;11%;Cliente Nuevo;La Paz
2285;10/10/2014;13;Mauricio;20%;Cliente Nuevo;Chapultepec
2286;05/07/2014;16;Alejandro;16%;Cliente Nuevo;Chapultepec
2287;21/09/2014;2;Mariana;15%;Cliente Nuevo;La Estancia
2288;30/11/2014;15;Alejandro;7%;Cliente Nuevo;La Estancia
2289;13/11/2014;4;Valentina;17%;Cliente Nuevo;La Estancia
2290;01/10/2014;4;Saul;10%;Cliente Nuevo;Chapultepec
2291;26/08/2014;5;Rodolfo;10%;Cliente Nuevo;Chapultepec
2292;09/07/2014;9;Joel;11%;Cliente Nuevo;La Paz
2293;06/09/2014;1;Mauricio;20%;Cliente Nuevo;Chapultepec
2294;27/07/2014;13;Saul;16%;Cliente Nuevo;La Paz
2295;12/09/2014;4;Mauricio;20%;Cliente Nuevo;Chapultepec
2296;18/04/2014;17;Rodolfo;5%;Cliente Nuevo;La Paz
2297;22/12/2014;13;Saul;14%;Cliente Repetido;La Estancia
2298;28/07/2014;7;Ernesto;13%;Cliente Nuevo;Chapultepec
2299;13/05/2014;8;Valentina;14%;Cliente Nuevo;La Estancia
2300;07/09/2014;3;Alejandro;17%;Cliente Nuevo;Chapultepec
2301;08/10/2014;14;Ernesto;5%;Cliente Nuevo;La Estancia
2302;28/11/2014;9;Mauricio;20%;Cliente Nuevo;Chapultepec
2303;08/03/2014;15;Joel;14%;Cliente Nuevo;Chapultepec
2304;09/06/2014;17;Joel;12%;Cliente Nuevo;La Paz
2305;03/10/2014;9;Mauricio;20%;Cliente Nuevo;La Estancia
2306;24/06/2014;7;Mariana;16%;Cliente Nuevo;Chapultepec
2307;17/07/2014;14;Joel;11%;Cliente Nuevo;La Estancia
2308;05/09/2014;13;Mauricio;20%;Cliente Nuevo;La Paz
2309;10/06/2014;5;Rodolfo;10%;Cliente Nuevo;La Estancia
2310;21/04/2014;6;Omar;11%;Cliente Nuevo;Chapultepec
2311;21/02/2014;1;Joel;12%;Cliente Nuevo;La Estancia
2312;05/07/2014;15;Omar;5%;Cliente Repetido;La Estancia
2313;23/05/2014;14;Alejandro;11%;Cliente Nuevo;La Paz
2314;09/11/2014;7;Ernesto;17%;Cliente Nuevo;Chapultepec
2315;02/10/2014;5;Saul;5%;Cliente Nuevo;La Estancia
2316;06/07/2014;4;Ernesto;14%;Cliente Nuevo;La Estancia
2317;01/12/2014;6;Rodolfo;13%;Cliente Nuevo;La Estancia
2318;10/10/2014;16;Mauricio;20%;Cliente Nuevo;La Estancia
2319;29/11/2014;14;Mauricio;20%;Cliente Nuevo;La Estancia
2320;16/11/2014;17;Joel;13%;Cliente Repetido;Chapultepec
2321;24/05/2014;12;Rodolfo;14%;Cliente Nuevo;La Paz
2322;18/11/2014;1;Omar;14%;Cliente Nuevo;La Paz
2323;29/09/2014;4;Saul;5%;Cliente Nuevo;La Estancia
2324;01/02/2014;4;Valentina;13%;Cliente Nuevo;La Estancia
2325;04/03/2014;9;Joel;12%;Cliente Nuevo;La Paz
2326;23/11/2014;5;Ernesto;15%;Cliente Nuevo;La Estancia
2327;22/11/2014;1;Mauricio;20%;Cliente Nuevo;Chapultepec
2328;18/04/2014;4;Saul;10%;Cliente Repetido;La Paz
2329;13/08/2014;5;Joel;5%;Cliente Repetido;La Paz
2330;20/11/2014;13;Ernesto;17%;Cliente Nuevo;La Paz
2331;19/12/2014;5;Mauricio;20%;Cliente Nuevo;La Estancia
2332;19/01/2015;12;Saul;15%;Cliente Nuevo;Chapultepec
2333;06/09/2014;11;Mauricio;20%;Cliente Nuevo;La Estancia
2334;30/03/2014;17;Mariana;16%;Cliente Nuevo;La Estancia
2335;30/07/2014;8;Omar;9%;Cliente Repetido;La Paz
2336;09/09/2014;14;Alejandro;9%;Cliente Nuevo;Chapultepec
2337;13/11/2014;1;Omar;5%;Cliente Nuevo;Chapultepec
2338;06/01/2015;5;Omar;12%;Cliente Nuevo;La Estancia
2339;24/05/2014;7;Joel;16%;Cliente Nuevo;Chapultepec
2340;20/03/2014;14;Joel;17%;Cliente Nuevo;Chapultepec
2341;14/05/2014;16;Valentina;6%;Cliente Nuevo;Chapultepec
2342;15/12/2014;13;Saul;15%;Cliente Nuevo;La Paz
2343;04/05/2014;9;Valentina;8%;Cliente Nuevo;La Estancia
2344;06/12/2014;6;Mauricio;20%;Cliente Nuevo;Chapultepec
2345;13/06/2014;14;Alejandro;5%;Cliente Repetido;La Paz
2346;02/02/2014;13;Mariana;9%;Cliente Nuevo;La Paz
2347;04/11/2014;9;Mariana;11%;Cliente Repetido;Chapultepec
2348;11/11/2014;12;Alejandro;16%;Cliente Nuevo;La Paz
2349;14/12/2014;1;Joel;9%;Cliente Nuevo;Chapultepec
2350;24/07/2014;9;Mariana;11%;Cliente Nuevo;La Paz
2351;09/05/2014;17;Valentina;14%;Cliente Nuevo;La Estancia
2352;23/11/2014;6;Mariana;16%;Cliente Nuevo;Chapultepec
